0.035973,0,0,0.05396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071947,0.017987,0,0,0,0,0.089933,0,0,0,0.017987,0,0,0.017987,0,0,0,0,0.089933,0,0,0,0.017987,0.05396,0,0.017987,0,0,0,0,0,0,0.035973,0,0,0,0.017987,0,0.035973,0,0,0,0,0,0,0,0.035973,0.14389,0,0.089933,0,0.017987,0,0,0.071947,0.05396,0,0,0,0,0.017987,0,0,0.12591,0,0,0,0,0.071947,0,0,0,0,0,0.05396,0,0.017987,0,0,0.071947,0.10792,0.017987,0,0.12591,0.071947,0,0,0,0,0,0.017987,0.017987,0.12591,0.017987,0.071947,0.17987,0.017987,0,0,0,0,0.017987,0,0,0,0,0,0,0.035973,0.017987,0.12591,0.017987,0,0.035973,0.035973,0,0.017987,0.071947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071947,0,0.017987,0.035973,0,0.035973,0,0,0,0.017987,0.39571,0,0,0.071947,0,0.035973,0.089933,0.10792,0.05396,0.05396,0,0,0,0,0,0.12591,0,0,0,0.071947,0,0,0,0,0.017987,0,0,0,0,0,0.017987,0,0.017987,0,0,0.035973,0,0,0,0.017987,0,0,0,0.017987,0.017987,0,0,0,0,0.035973,0,0.017987,0,0.017987,0.035973,0,0.37772,0.035973,0.035973,0.017987,0,0,0,0,0,0,0,0,0,0,0.017987,0,0,0.089933,0,0.05396,0,0,0.071947,0.017987,0,0.017987,0,0.017987,0.017987,0,0,0.035973,0.017987,0,0.16188,0,0.071947,0.19785,0,0,0,0,0,0,0,0.23383,0,0,0,0.017987,0,0,0,0,0,0.10792,0.071947,0.017987,0,0,0,0,0,0,0,0,0,0.089933,0,0.071947,0,0,0,0,0.05396,0,0,0,0,0.089933,0.035973,0,0,0,0,0.017987,0,0,0,0,0,0.035973,0,0,0,0.017987,0,0.071947,0.017987,0,0,0.035973,0.089933,0,0,0.035973,0.017987,0,0,0,0,0,0,0,0,0.12591,0.017987,0,0,0,0,0,0,0,0.34175,0,0,0,0,0,0.035973,0,0,0.035973,0,0.017987,0.05396,0.017987,0,0,0.035973,0,0,0,0.05396,0,0,0,0,0,0,0,0,0.071947,0,0,0,0.23383,0,0,0,0,0,0,0,0,0.035973,0,0,0,0,0.05396,0,0,0.035973,0
0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0.54127,0.54127,0,0,0,0,0,0,0.072169,0,0,0,0,0,0,0.036084,0,0.036084,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0.036084,0,0,0,0,0.072169,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21651,0,0,0,0,0,0,0,0,0,0,0.036084,0,0.072169,0,0,0.54127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0.036084,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072169,0,0,0,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036084,0.036084,0,0,0.036084,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10825,0,0,0,0,0,0,0.036084,0.036084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0.35355,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.011821,0,0,0,0,0.011821,0.035464,0,0,0.047285,0,0,0,0.1655,0,0.059106,0,0,0,0,0,0,0,0,0,0,0.2246,0.082749,0,0,0,0.047285,0,0.09457,0.011821,0.011821,0,0,0,0,0.23643,0.082749,0,0,0,0,0.011821,0.011821,0,0,0,0.035464,0,0,0,0,0,0,0.011821,0,0,0,0.10639,0,0,0,0.011821,0,0,0,0.023643,0,0,0,0.17732,0.09457,0.27189,0.082749,0.011821,0.011821,0.035464,0,0,0,0,0,0,0.011821,0.047285,0,0,0,0,0.035464,0.11821,0.023643,0,0.059106,0,0.035464,0,0,0,0,0,0.18914,0,0.035464,0,0.023643,0.53196,0.011821,0.011821,0,0.082749,0,0.011821,0,0,0,0.023643,0.20096,0.09457,0,0.011821,0.035464,0,0,0.10639,0,0.059106,0.023643,0.011821,0,0,0,0,0.047285,0,0,0,0,0.13003,0,0.011821,0.011821,0.070928,0,0,0,0,0,0,0.023643,0.14186,0.011821,0,0,0.047285,0,0,0,0.11821,0.011821,0,0,0,0,0.023643,0.023643,0.011821,0,0,0,0,0,0,0.011821,0,0,0,0.21278,0,0.011821,0.070928,0,0,0.011821,0,0,0.011821,0,0,0,0,0.23643,0.011821,0,0,0.082749,0,0,0,0.011821,0,0,0.035464,0.011821,0.011821,0,0.035464,0,0,0,0.023643,0,0,0,0,0,0.011821,0,0,0,0,0,0,0,0,0.023643,0.011821,0,0,0,0,0,0,0.011821,0,0,0,0.047285,0.023643,0,0,0,0.023643,0,0.15368,0.035464,0,0.035464,0,0.047285,0.023643,0.023643,0,0,0,0,0,0,0,0,0,0,0.082749,0.035464,0,0,0,0.023643,0,0,0,0,0,0.023643,0.047285,0,0,0,0.023643,0,0.011821,0,0,0,0,0.035464,0,0.011821,0,0,0.15368,0,0,0,0,0,0,0.047285,0,0,0,0.011821,0.011821,0.047285,0,0,0,0.023643,0.082749,0,0,0,0.011821,0.011821,0,0,0,0,0,0,0,0,0,0,0,0,0.023643,0,0,0.011821,0.011821,0,0,0,0,0.082749,0,0,0,0,0.011821,0,0,0,0.035464,0,0,0,0,0.023643,0,0,0,0.011821,0,0.011821,0,0,0.023643,0,0.059106,0,0,0.047285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011821,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37796,0,0,0,0,0,0.37796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49942,0,0.027746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49942,0,0,0,0,0,0,0,0,0,0.49942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0068384,0,0.0068384,0,0,0,0,0,0.0068384,0,0,0,0.034192,0.013677,0,0.0068384,0.054707,0,0,0,0,0,0,0.0068384,0,0.088899,0.095738,0,0.0068384,0,0,0.0068384,0,0.095738,0.075223,0.061546,0.25302,0,0,0,0.088899,0,0.0068384,0,0,0,0,0,0,0,0,0,0,0,0,0.10941,0.088899,0,0,0.0068384,0.027354,0.027354,0,0,0.054707,0,0.10941,0,0.0068384,0,0.054707,0,0,0,0,0,0.25986,0,0,0,0.0068384,0,0,0,0,0,0,0,0,0.088899,0.068384,0.0068384,0,0.088899,0.088899,0,0.0068384,0.25986,0,0,0,0,0,0,0,0.25302,0,0,0,0.020515,0,0,0.0068384,0.013677,0.0068384,0,0.027354,0,0,0.013677,0.088899,0.013677,0,0,0,0,0,0,0,0,0,0.0068384,0.047869,0,0.04103,0.0068384,0,0.095738,0,0,0.0068384,0.0068384,0,0.013677,0,0,0,0.082061,0,0.0068384,0,0,0,0,0,0.095738,0,0,0,0,0.020515,0,0.0068384,0.0068384,0,0,0,0,0,0.013677,0,0,0,0,0,0,0,0,0,0,0.0068384,0.12309,0,0,0,0,0,0,0.32824,0,0,0.0068384,0.04103,0.0068384,0,0.034192,0.0068384,0,0,0.088899,0.25986,0,0,0.0068384,0,0.25986,0.20515,0.027354,0.0068384,0,0.095738,0,0,0,0,0,0,0,0,0,0,0,0.0068384,0.020515,0.013677,0,0,0.04103,0,0.020515,0,0,0,0,0,0,0,0.04103,0,0.0068384,0,0,0,0,0,0,0.10941,0.0068384,0.020515,0,0.054707,0.088899,0,0,0,0.04103,0.0068384,0,0,0,0,0,0.0068384,0,0,0.0068384,0,0.088899,0.013677,0,0,0.088899,0,0,0.0068384,0.0068384,0,0.12993,0.013677,0,0.054707,0,0.04103,0,0.15045,0.0068384,0,0,0,0.088899,0,0,0,0.0068384,0.068384,0,0,0,0,0,0,0.10258,0,0,0,0.0068384,0,0,0.0068384,0.013677,0,0,0,0,0,0,0.027354,0.020515,0.0068384,0,0,0,0,0,0.0068384,0,0,0,0,0,0.0068384,0,0,0.28038,0.095738,0,0,0,0,0,0.0068384,0.088899,0.020515,0.088899,0.0068384,0,0.088899,0,0,0,0,0.013677,0,0,0,0.088899,0,0,0,0.0068384,0,0.0068384,0,0,0.088899,0,0.013677,0,0.075223,0,0.088899,0.054707,0,0,0,0,0,0.0068384,0,0,0,0,0,0,0,0
0,0,0.060833,0,0,0,0,0,0.20278,0,0,0,0,0.1825,0,0,0,0.020278,0.060833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040555,0,0,0,0,0,0,0,0,0,0.040555,0,0,0,0,0,0.020278,0.020278,0,0,0,0,0,0,0,0,0,0,0,0.020278,0,0,0,0,0,0,0,0,0,0,0,0.020278,0.060833,0,0,0.040555,0.48666,0,0,0,0,0.1825,0,0,0,0,0,0,0.020278,0.48666,0,0,0,0,0.020278,0,0,0,0,0,0,0.020278,0.020278,0,0.040555,0,0,0,0,0,0,0,0.10139,0,0.020278,0,0,0.020278,0,0,0,0,0.040555,0,0.10139,0,0,0,0,0.020278,0,0,0,0,0,0,0,0,0,0,0,0.020278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20278,0,0.020278,0,0.10139,0,0.020278,0,0.020278,0,0,0,0,0,0,0,0.020278,0,0.020278,0.020278,0,0,0,0,0,0.020278,0,0,0,0.1825,0,0,0,0.040555,0,0,0,0,0,0,0,0.020278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020278,0,0,0,0,0,0,0,0,0,0,0.20278,0,0,0.020278,0,0.081111,0,0,0,0,0.040555,0,0,0,0,0,0.20278,0,0,0,0.040555,0,0.060833,0,0.020278,0,0,0,0,0,0,0,0,0,0,0.081111,0,0,0,0,0.22305,0,0.040555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081111,0,0.040555,0,0,0,0,0,0,0,0.040555,0.020278,0.020278,0,0.1825,0,0,0,0,0.20278,0.020278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20278,0,0,0,0,0,0,0,0,0,0,0,0.020278,0,0,0,0,0.020278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020278,0,0,0,0,0,0.020278,0,0
0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0.22942,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0.22942,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0.22942,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22942,0,0,0,0,0,0.22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
